========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
501	000010	0	0	0	0	1	0	0.500	1356.046	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
502	001010	0	0	1	0	1	0	1.222	1357.268	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
503	001110	0	0	1	1	1	0	12.800	1370.068	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
504	002010	0	0	2	0	1	0	1.222	1371.290	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
505	000011	0	0	0	0	1	1	0.500	1371.790	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
506	000001	0	0	0	0	0	1	0.500	1372.290	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
507	001001	0	0	1	0	0	1	1.222	1373.511	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
508	002201	0	0	2	2	0	1	12.800	1386.311	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
509	002001	0	0	2	0	0	1	1.222	1387.533	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
510	000011	0	0	0	0	1	1	0.500	1388.033	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
511	000010	0	0	0	0	1	0	0.500	1388.533	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
512	001010	0	0	1	0	1	0	1.222	1389.755	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
513	001110	0	0	1	1	1	0	1.600	1391.355	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
514	002010	0	0	2	0	1	0	1.222	1392.576	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
515	000011	0	0	0	0	1	1	0.500	1393.076	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
516	000001	0	0	0	0	0	1	0.500	1393.576	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
517	001001	0	0	1	0	0	1	1.222	1394.798	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
518	002201	0	0	2	2	0	1	1.600	1396.398	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
519	002001	0	0	2	0	0	1	1.222	1397.620	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
520	000011	0	0	0	0	1	1	0.500	1398.120	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
521	000010	0	0	0	0	1	0	0.500	1398.620	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
522	001010	0	0	1	0	1	0	1.222	1399.842	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
523	001110	0	0	1	1	1	0	12.800	1412.642	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
524	002010	0	0	2	0	1	0	1.222	1413.863	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
525	000011	0	0	0	0	1	1	0.500	1414.363	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
526	000001	0	0	0	0	0	1	0.500	1414.863	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
527	001001	0	0	1	0	0	1	1.222	1416.085	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
528	002201	0	0	2	2	0	1	12.800	1428.885	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
529	002001	0	0	2	0	0	1	1.222	1430.107	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
530	000011	0	0	0	0	1	1	0.500	1430.607	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
531	000010	0	0	0	0	1	0	0.500	1431.107	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
532	001010	0	0	1	0	1	0	1.222	1432.329	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
533	001110	0	0	1	1	1	0	12.800	1445.129	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
534	002010	0	0	2	0	1	0	1.222	1446.350	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
535	000011	0	0	0	0	1	1	0.500	1446.850	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
536	000001	0	0	0	0	0	1	0.500	1447.350	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
537	001001	0	0	1	0	0	1	1.222	1448.572	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
538	002201	0	0	2	2	0	1	12.800	1461.372	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
539	002001	0	0	2	0	0	1	1.222	1462.594	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
540	000011	0	0	0	0	1	1	0.500	1463.094	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
541	000010	0	0	0	0	1	0	0.500	1463.594	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
542	001010	0	0	1	0	1	0	1.222	1464.816	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
543	001110	0	0	1	1	1	0	12.800	1477.616	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
544	002010	0	0	2	0	1	0	1.222	1478.837	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
545	000011	0	0	0	0	1	1	0.500	1479.337	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
546	000001	0	0	0	0	0	1	0.500	1479.837	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
547	001001	0	0	1	0	0	1	1.222	1481.059	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
548	002201	0	0	2	2	0	1	12.800	1493.859	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
549	002001	0	0	2	0	0	1	1.222	1495.081	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
550	000011	0	0	0	0	1	1	0.500	1495.581	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
551	000010	0	0	0	0	1	0	0.500	1496.081	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
552	001010	0	0	1	0	1	0	1.222	1497.302	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
553	001110	0	0	1	1	1	0	1.600	1498.902	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
554	002010	0	0	2	0	1	0	1.222	1500.124	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
555	000011	0	0	0	0	1	1	0.500	1500.624	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
556	000001	0	0	0	0	0	1	0.500	1501.124	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
557	001001	0	0	1	0	0	1	1.222	1502.346	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
558	002201	0	0	2	2	0	1	1.600	1503.946	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
559	002001	0	0	2	0	0	1	1.222	1505.168	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
560	000011	0	0	0	0	1	1	0.500	1505.668	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
561	000010	0	0	0	0	1	0	0.500	1506.168	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
562	001010	0	0	1	0	1	0	1.222	1507.389	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
563	001110	0	0	1	1	1	0	12.800	1520.189	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
564	002010	0	0	2	0	1	0	1.222	1521.411	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
565	000011	0	0	0	0	1	1	0.500	1521.911	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
566	000001	0	0	0	0	0	1	0.500	1522.411	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
567	001001	0	0	1	0	0	1	1.222	1523.633	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
568	002201	0	0	2	2	0	1	12.800	1536.433	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
569	002001	0	0	2	0	0	1	1.222	1537.655	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
570	000011	0	0	0	0	1	1	0.500	1538.155	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
571	000010	0	0	0	0	1	0	0.500	1538.655	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
572	001010	0	0	1	0	1	0	1.222	1539.876	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
573	001110	0	0	1	1	1	0	12.800	1552.676	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
574	002010	0	0	2	0	1	0	1.222	1553.898	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
575	000011	0	0	0	0	1	1	0.500	1554.398	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
576	000001	0	0	0	0	0	1	0.500	1554.898	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
577	001001	0	0	1	0	0	1	1.222	1556.120	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
578	002201	0	0	2	2	0	1	12.800	1568.920	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
579	002001	0	0	2	0	0	1	1.222	1570.141	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
580	000011	0	0	0	0	1	1	0.500	1570.641	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
581	000010	0	0	0	0	1	0	0.500	1571.141	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
582	001010	0	0	1	0	1	0	1.222	1572.363	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
583	001110	0	0	1	1	1	0	12.800	1585.163	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
584	002010	0	0	2	0	1	0	1.222	1586.385	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
585	000011	0	0	0	0	1	1	0.500	1586.885	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
586	000001	0	0	0	0	0	1	0.500	1587.385	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
587	001001	0	0	1	0	0	1	1.222	1588.607	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
588	002201	0	0	2	2	0	1	12.800	1601.407	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
589	002001	0	0	2	0	0	1	1.222	1602.628	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
590	000011	0	0	0	0	1	1	0.500	1603.128	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
591	000010	0	0	0	0	1	0	0.500	1603.628	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
592	001010	0	0	1	0	1	0	1.222	1604.850	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
593	001110	0	0	1	1	1	0	1.600	1606.450	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
594	002010	0	0	2	0	1	0	1.222	1607.672	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
595	000011	0	0	0	0	1	1	0.500	1608.172	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
596	000001	0	0	0	0	0	1	0.500	1608.672	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
597	001001	0	0	1	0	0	1	1.222	1609.894	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
598	002201	0	0	2	2	0	1	1.600	1611.494	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
599	002001	0	0	2	0	0	1	1.222	1612.715	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
600	000011	0	0	0	0	1	1	0.500	1613.215	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
601	000010	0	0	0	0	1	0	0.500	1613.715	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
602	001010	0	0	1	0	1	0	1.222	1614.937	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
603	001110	0	0	1	1	1	0	12.800	1627.737	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
604	002010	0	0	2	0	1	0	1.222	1628.959	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
605	000011	0	0	0	0	1	1	0.500	1629.459	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
606	000001	0	0	0	0	0	1	0.500	1629.959	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
607	001001	0	0	1	0	0	1	1.222	1631.181	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
608	002201	0	0	2	2	0	1	12.800	1643.981	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
609	002001	0	0	2	0	0	1	1.222	1645.202	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
610	000011	0	0	0	0	1	1	0.500	1645.702	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
611	000010	0	0	0	0	1	0	0.500	1646.202	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
612	001010	0	0	1	0	1	0	1.222	1647.424	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
613	001110	0	0	1	1	1	0	12.800	1660.224	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
614	002010	0	0	2	0	1	0	1.222	1661.446	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
615	000011	0	0	0	0	1	1	0.500	1661.946	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
616	000001	0	0	0	0	0	1	0.500	1662.446	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
617	001001	0	0	1	0	0	1	1.222	1663.667	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
618	002201	0	0	2	2	0	1	12.800	1676.467	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
619	002001	0	0	2	0	0	1	1.222	1677.689	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
620	000011	0	0	0	0	1	1	0.500	1678.189	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
621	000010	0	0	0	0	1	0	0.500	1678.689	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
622	001010	0	0	1	0	1	0	1.222	1679.911	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
623	001110	0	0	1	1	1	0	12.800	1692.711	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
624	002010	0	0	2	0	1	0	1.222	1693.933	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
625	000011	0	0	0	0	1	1	0.500	1694.433	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
626	000001	0	0	0	0	0	1	0.500	1694.933	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
627	001001	0	0	1	0	0	1	1.222	1696.154	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
628	002201	0	0	2	2	0	1	12.800	1708.954	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
629	002001	0	0	2	0	0	1	1.222	1710.176	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
630	000011	0	0	0	0	1	1	0.500	1710.676	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
631	000010	0	0	0	0	1	0	0.500	1711.176	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
632	001010	0	0	1	0	1	0	1.222	1712.398	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
633	001110	0	0	1	1	1	0	1.600	1713.998	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
634	002010	0	0	2	0	1	0	1.222	1715.220	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
635	000011	0	0	0	0	1	1	0.500	1715.720	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
636	000001	0	0	0	0	0	1	0.500	1716.220	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
637	001001	0	0	1	0	0	1	1.222	1717.441	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
638	002201	0	0	2	2	0	1	1.600	1719.041	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
639	002001	0	0	2	0	0	1	1.222	1720.263	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
640	000011	0	0	0	0	1	1	0.500	1720.763	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
641	000010	0	0	0	0	1	0	0.500	1721.263	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
642	001010	0	0	1	0	1	0	1.222	1722.485	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
643	001110	0	0	1	1	1	0	12.800	1735.285	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
644	002010	0	0	2	0	1	0	1.222	1736.506	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
645	000011	0	0	0	0	1	1	0.500	1737.006	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
646	000001	0	0	0	0	0	1	0.500	1737.506	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
647	001001	0	0	1	0	0	1	1.222	1738.728	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
648	002201	0	0	2	2	0	1	12.800	1751.528	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
649	002001	0	0	2	0	0	1	1.222	1752.750	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
650	000011	0	0	0	0	1	1	0.500	1753.250	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
651	000010	0	0	0	0	1	0	0.500	1753.750	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
652	001010	0	0	1	0	1	0	1.222	1754.972	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
653	001110	0	0	1	1	1	0	12.800	1767.772	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
654	002010	0	0	2	0	1	0	1.222	1768.993	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
655	000011	0	0	0	0	1	1	0.500	1769.493	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
656	000001	0	0	0	0	0	1	0.500	1769.993	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
657	001001	0	0	1	0	0	1	1.222	1771.215	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
658	002201	0	0	2	2	0	1	12.800	1784.015	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
659	002001	0	0	2	0	0	1	1.222	1785.237	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
660	000011	0	0	0	0	1	1	0.500	1785.737	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
661	000010	0	0	0	0	1	0	0.500	1786.237	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
662	001010	0	0	1	0	1	0	1.222	1787.459	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
663	001110	0	0	1	1	1	0	12.800	1800.259	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
664	002010	0	0	2	0	1	0	1.222	1801.480	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
