========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
159	002001	0	0	2	0	0	1	1.222	194.691	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
160	000011	0	0	0	0	1	1	0.500	195.191	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
161	000010	0	0	0	0	1	0	0.500	195.691	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
162	001010	0	0	1	0	1	0	1.222	196.912	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
163	001110	0	0	1	1	1	0	4.000	200.912	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
164	002010	0	0	2	0	1	0	1.222	202.134	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
165	000011	0	0	0	0	1	1	0.500	202.634	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
166	000001	0	0	0	0	0	1	0.500	203.134	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
167	001001	0	0	1	0	0	1	1.222	204.356	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
168	002201	0	0	2	2	0	1	4.000	208.356	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
169	002001	0	0	2	0	0	1	1.222	209.578	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
170	000011	0	0	0	0	1	1	0.500	210.078	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
171	000010	0	0	0	0	1	0	0.500	210.578	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
172	001010	0	0	1	0	1	0	1.222	211.799	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
173	001110	0	0	1	1	1	0	4.000	215.799	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
174	002010	0	0	2	0	1	0	1.222	217.021	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
175	000011	0	0	0	0	1	1	0.500	217.521	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
176	000001	0	0	0	0	0	1	0.500	218.021	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
177	001001	0	0	1	0	0	1	1.222	219.243	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
178	002201	0	0	2	2	0	1	4.000	223.243	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
179	002001	0	0	2	0	0	1	1.222	224.465	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
180	000011	0	0	0	0	1	1	0.500	224.965	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
181	000010	0	0	0	0	1	0	0.500	225.465	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
182	001010	0	0	1	0	1	0	1.222	226.686	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
183	001110	0	0	1	1	1	0	4.000	230.686	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
184	002010	0	0	2	0	1	0	1.222	231.908	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
185	000011	0	0	0	0	1	1	0.500	232.408	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
186	000001	0	0	0	0	0	1	0.500	232.908	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
187	001001	0	0	1	0	0	1	1.222	234.130	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
188	002201	0	0	2	2	0	1	4.000	238.130	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
189	002001	0	0	2	0	0	1	1.222	239.352	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
190	000011	0	0	0	0	1	1	0.500	239.852	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
191	000010	0	0	0	0	1	0	0.500	240.352	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
192	001010	0	0	1	0	1	0	1.222	241.573	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
193	001110	0	0	1	1	1	0	4.000	245.573	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
194	002010	0	0	2	0	1	0	1.222	246.795	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
195	000011	0	0	0	0	1	1	0.500	247.295	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
196	000001	0	0	0	0	0	1	0.500	247.795	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
197	001001	0	0	1	0	0	1	1.222	249.017	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
198	002201	0	0	2	2	0	1	4.000	253.017	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
199	002001	0	0	2	0	0	1	1.222	254.238	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
200	000011	0	0	0	0	1	1	0.500	254.738	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
201	000010	0	0	0	0	1	0	0.500	255.238	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
202	001010	0	0	1	0	1	0	1.222	256.460	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
203	001110	0	0	1	1	1	0	4.000	260.460	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
204	002010	0	0	2	0	1	0	1.222	261.682	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
205	000011	0	0	0	0	1	1	0.500	262.182	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
206	000001	0	0	0	0	0	1	0.500	262.682	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
207	001001	0	0	1	0	0	1	1.222	263.904	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
208	002201	0	0	2	2	0	1	4.000	267.904	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
209	002001	0	0	2	0	0	1	1.222	269.125	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
210	000011	0	0	0	0	1	1	0.500	269.625	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
211	000010	0	0	0	0	1	0	0.500	270.125	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
212	001010	0	0	1	0	1	0	1.222	271.347	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
213	001110	0	0	1	1	1	0	4.000	275.347	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
214	002010	0	0	2	0	1	0	1.222	276.569	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
215	000011	0	0	0	0	1	1	0.500	277.069	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
216	000001	0	0	0	0	0	1	0.500	277.569	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
217	001001	0	0	1	0	0	1	1.222	278.791	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
218	002201	0	0	2	2	0	1	4.000	282.791	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
219	002001	0	0	2	0	0	1	1.222	284.012	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
220	000011	0	0	0	0	1	1	0.500	284.512	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
221	000010	0	0	0	0	1	0	0.500	285.012	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
222	001010	0	0	1	0	1	0	1.222	286.234	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
223	001110	0	0	1	1	1	0	4.000	290.234	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
224	002010	0	0	2	0	1	0	1.222	291.456	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
225	000011	0	0	0	0	1	1	0.500	291.956	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
226	000001	0	0	0	0	0	1	0.500	292.456	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
227	001001	0	0	1	0	0	1	1.222	293.677	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
228	002201	0	0	2	2	0	1	4.000	297.677	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
229	002001	0	0	2	0	0	1	1.222	298.899	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
230	000011	0	0	0	0	1	1	0.500	299.399	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
231	000010	0	0	0	0	1	0	0.500	299.899	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
232	001010	0	0	1	0	1	0	1.222	301.121	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
233	001110	0	0	1	1	1	0	4.000	305.121	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
234	002010	0	0	2	0	1	0	1.222	306.343	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
235	000011	0	0	0	0	1	1	0.500	306.843	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
236	000001	0	0	0	0	0	1	0.500	307.343	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
237	001001	0	0	1	0	0	1	1.222	308.564	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
238	002201	0	0	2	2	0	1	4.000	312.564	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
239	002001	0	0	2	0	0	1	1.222	313.786	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
240	000011	0	0	0	0	1	1	0.500	314.286	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
241	000010	0	0	0	0	1	0	0.500	314.786	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
242	001010	0	0	1	0	1	0	1.222	316.008	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
243	001110	0	0	1	1	1	0	4.000	320.008	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
244	002010	0	0	2	0	1	0	1.222	321.230	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
245	000011	0	0	0	0	1	1	0.500	321.730	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
246	000001	0	0	0	0	0	1	0.500	322.230	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
247	001001	0	0	1	0	0	1	1.222	323.451	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
248	002201	0	0	2	2	0	1	4.000	327.451	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
249	002001	0	0	2	0	0	1	1.222	328.673	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
250	000011	0	0	0	0	1	1	0.500	329.173	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
251	000010	0	0	0	0	1	0	0.500	329.673	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
252	001010	0	0	1	0	1	0	1.222	330.895	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
253	001110	0	0	1	1	1	0	4.000	334.895	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
254	002010	0	0	2	0	1	0	1.222	336.117	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
255	000011	0	0	0	0	1	1	0.500	336.617	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
256	000001	0	0	0	0	0	1	0.500	337.117	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
257	001001	0	0	1	0	0	1	1.222	338.338	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
258	002201	0	0	2	2	0	1	4.000	342.338	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
259	002001	0	0	2	0	0	1	1.222	343.560	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
260	000011	0	0	0	0	1	1	0.500	344.060	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
261	000010	0	0	0	0	1	0	0.500	344.560	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
262	001010	0	0	1	0	1	0	1.222	345.782	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
263	001110	0	0	1	1	1	0	4.000	349.782	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
264	002010	0	0	2	0	1	0	1.222	351.003	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
265	000011	0	0	0	0	1	1	0.500	351.503	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
266	000001	0	0	0	0	0	1	0.500	352.003	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
267	001001	0	0	1	0	0	1	1.222	353.225	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
268	002201	0	0	2	2	0	1	4.000	357.225	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
269	002001	0	0	2	0	0	1	1.222	358.447	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
270	000011	0	0	0	0	1	1	0.500	358.947	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
271	000010	0	0	0	0	1	0	0.500	359.447	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
272	001010	0	0	1	0	1	0	1.222	360.669	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
273	001110	0	0	1	1	1	0	4.000	364.669	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
274	002010	0	0	2	0	1	0	1.222	365.890	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
275	000011	0	0	0	0	1	1	0.500	366.390	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
276	000001	0	0	0	0	0	1	0.500	366.890	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
277	001001	0	0	1	0	0	1	1.222	368.112	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
278	002201	0	0	2	2	0	1	4.000	372.112	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
279	002001	0	0	2	0	0	1	1.222	373.334	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
280	000011	0	0	0	0	1	1	0.500	373.834	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
281	000010	0	0	0	0	1	0	0.500	374.334	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
282	001010	0	0	1	0	1	0	1.222	375.556	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
283	001110	0	0	1	1	1	0	4.000	379.556	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
284	002010	0	0	2	0	1	0	1.222	380.777	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
285	000011	0	0	0	0	1	1	0.500	381.277	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
286	000001	0	0	0	0	0	1	0.500	381.777	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
287	001001	0	0	1	0	0	1	1.222	382.999	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
288	002201	0	0	2	2	0	1	4.000	386.999	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
289	002001	0	0	2	0	0	1	1.222	388.221	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
290	000011	0	0	0	0	1	1	0.500	388.721	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
291	000010	0	0	0	0	1	0	0.500	389.221	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
292	001010	0	0	1	0	1	0	1.222	390.442	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
293	001110	0	0	1	1	1	0	4.000	394.442	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
294	002010	0	0	2	0	1	0	1.222	395.664	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
295	000011	0	0	0	0	1	1	0.500	396.164	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
296	000001	0	0	0	0	0	1	0.500	396.664	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
297	001001	0	0	1	0	0	1	1.222	397.886	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
298	002201	0	0	2	2	0	1	4.000	401.886	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
299	002001	0	0	2	0	0	1	1.222	403.108	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
300	000011	0	0	0	0	1	1	0.500	403.608	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
301	000010	0	0	0	0	1	0	0.500	404.108	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
302	001010	0	0	1	0	1	0	1.222	405.329	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
303	001110	0	0	1	1	1	0	4.000	409.329	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
304	002010	0	0	2	0	1	0	1.222	410.551	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
305	000011	0	0	0	0	1	1	0.500	411.051	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
306	000001	0	0	0	0	0	1	0.500	411.551	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
307	001001	0	0	1	0	0	1	1.222	412.773	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
308	002201	0	0	2	2	0	1	4.000	416.773	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
309	002001	0	0	2	0	0	1	1.222	417.995	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
310	000011	0	0	0	0	1	1	0.500	418.495	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
311	000010	0	0	0	0	1	0	0.500	418.995	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
312	001010	0	0	1	0	1	0	1.222	420.216	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
313	001110	0	0	1	1	1	0	4.000	424.216	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
314	002010	0	0	2	0	1	0	1.222	425.438	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
315	000011	0	0	0	0	1	1	0.500	425.938	71.6	71.6	0.0	2.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
316	000001	0	0	0	0	0	1	0.500	426.438	71.6	71.6	0.0	2.00	M2:(-0.0,900.0,40.0)	M1=OFF, M2=ON
317	001001	0	0	1	0	0	1	1.222	427.660	71.6	71.6	35.0	2.00	M2:(-0.0,900.0,40.0)	ω3=CW, M1=OFF, M2=ON
318	002201	0	0	2	2	0	1	4.000	431.660	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
319	002001	0	0	2	0	0	1	1.222	432.882	71.6	71.6	0.0	0.00	M2:(-0.0,900.0,40.0)	ω3=CCW, M1=OFF, M2=ON
320	000011	0	0	0	0	1	1	0.500	433.382	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0); M2:(-0.0,900.0,40.0)	M1=ON, M2=ON
321	000010	0	0	0	0	1	0	0.500	433.882	71.6	71.6	0.0	0.00	M1:(0.0,-900.0,40.0)	M1=ON, M2=OFF
322	001010	0	0	1	0	1	0	1.222	435.103	71.6	71.6	35.0	0.00	M1:(0.0,-900.0,40.0)	ω3=CW, M1=ON, M2=OFF
323	001110	0	0	1	1	1	0	4.000	439.103	71.6	71.6	90.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
324	002010	0	0	2	0	1	0	1.222	440.325	71.6	71.6	55.0	2.00	M1:(0.0,-900.0,40.0)	ω3=CCW, M1=ON, M2=OFF
